sentiment	numberagreed	tweetid	tweet
neutral	3	1723822	"@THISISBOYSEMPE: @user whats louie baby ?"+++ erthing Ysl; what's Gucci w/ ya
positive	3	563466	Cant wait for Femme Fatale! Its still a trending topic! Literally counting down the days till the Hold it against me now msuic video!
negative	3	1067573	The lady next to me on the train is snoring like no other... #fb
neutral	3	2525959	Color me shocked... Is Microsoft Working on a New Social Site? - Technology - The Atlantic Wire ~http 
negative	3	2494761	SO FUCKING ANNOYED
neutral	3	797985	Last call!! Save $30 at Aardvark Sports Shop in Bethlehem. #lehighvalley #running #runners ~http
neutral	3	2559429	at Hundman Lumber in Bloomington IL today. will catch up with ya later let ya know how it went #tipsontour
neutral	3	555383	I did @user !! 1-0  &gt;&gt;&gt; RT @user Read my new blog on how rioters handed out PR karma to big brand names: ~http 
neutral	3	316347	#Follow @user #teamfollowback
positive	3	1338075	Love Love Love my babies!
positive	3	867775	What a nice; sunny day in Ottawa.  Getting ready for a trip to Vegas :)
neutral	3	3276383	Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http 
positive	3	1537930	Wtchn Dum Maro Dum!!! Finally!!!!! Loving it!!!!!! Superb film!!!
neutral	3	3320459	Win a Sony Playstation 3 @user ~http
neutral	3	2954136	Download Microsoft Office 2010 SP1 Service Pack Free ~http 
neutral	3	539837	New beta of Microsoft Security Essentials released with network protection   ~http 
neutral	3	1795477	I want a smart phone(s) i Phone 5 G Black Berry 9900 9330 or SAMSUNG Galaxy... or have them all XD
positive	3	1025529	Last night tonight at the Dalaman Hilton in Turkey; fabulous resort - and the best kids club we have ever seen !! We will be returning....
negative	3	2674948	“@alihartzell: being sick in the summer sucks!! :((”. :(((((!!!!
neutral	3	397001	:P ~http  sony camera battery charger Can I charge a Sony camera battery with a different charger?
neutral	3	1040976	Is Sony liable to third parties for PSN outage? Ars explores the damage ~http 
neutral	3	156027	Link Di Vybz - Aguilera lives with "boyfriend" and "husband" ~http 
neutral	3	3045052	Fresh on nike shoes: Tami Lynn Collection of Accessories Makes Debut
neutral	3	1596752	Electronics Store: Samsung UN55D6500 55-Inch 1080p 120HZ 3D LED TV (Black) ~http 
neutral	3	75256	jesus; the knicks gave up half the team; 50 cent; Nas; the gucci store on 5th ave; and 10 cheesecakes from juniors for carmelo
negative	3	972401	I REMEMBER I USED TO LOVE HIM#GAVEUPONHIM
neutral	3	2685124	What to read? ~http 
neutral	3	17243	Director of Bing Discusses Holistic Search and Clickstream Data - Whiteboard Friday: Posted by Aaron Wheeler A l... ~http
neutral	3	2315883	Is there any person in Japan nice enough to share with me the Super Mario Galaxy 2 soundtrack? Nintendo would not send me one in the states.
negative	3	1080020	Still in pain! =( Ughhh all I want is some oreo ice cream and my babe!
neutral	3	1260571	#nowfollowing @user please do us a favor and follow @user #teamfollowback
neutral	3	2209008	#momolo At Mobile Monday London; Microsoft Office; "Living in a Multi Platform World"
neutral	3	2614201	is thinkin how 2moz at skool is gonna go wiv out @user there :'( xx
neutral	3	1559064	Want to win a ticket to #SheStreams in NYC? Enter here: ~http 
neutral	3	2529940	Next OnGuard Round Table Discussion Meeting (ORTDM) is on 21 July 2011 at The Hilton Hotel
negative	3	1883565	#Syracuse The refs in this game are bullshit. Let's go #SU
negative	3	1585224	Im Bored As Fuck Tweeple..#FOLLOWME!
neutral	3	865341	Top News: Big decisions at Groupon; Yahoo | .XXX begins | Twitter and Bing (marketingvox) ~http 
negative	3	1950381	The Federal Libs are dinosaurs. They could learn something from their more moderate state leaders. If they ever want to be elected. #qanda
positive	3	2688129	Can't wait for @user to come out again; great revision fuel
neutral	3	2322655	You don't get another chance; life is no nintendo game. #eminem
neutral	3	1565407	;O vfl ~http  Sony Playstation 2 BigBen Analog Controller VFL Fußball Edt.
positive	3	1179199	So grateful to have met all these amazing people over the last few weeks!
neutral	3	1875131	Carphone Warehouse price Samsung Galaxy Tab | Android Community ~http 
neutral	3	2125149	Windows 7 and Office 2010 Drive Microsoft to Record .. ~http 
neutral	3	564389	Weird RT: Hilton Hotel; and Sky 23 Bar in Manchester goes into administration - w... ~http  (via @user)
neutral	3	1459118	Nintendo apologizes to early adopters for 3DS price cut. Company's CEO says Nintendo was forced to drop price to help "gain popularity"
neutral	3	2744365	Those of you who have an iPad; would you purchase Microsoft office and Adobe Reader? I'm contemplating doing it but not sure.
neutral	3	3159393	See what's new with Microsoft Access 2010:  ~http 
neutral	3	1273660	Just posted a photo ~http 
negative	3	2571760	i'm in one of those moods where everything is annoying me. #ohjoy :D .. :/
positive	3	1823148	Happy New Year everyone! xoxo
positive	3	2724544	my timeline is FULL of beyonce being pregnant :') wowww! :D
neutral	3	2948135	Curiosity is the key to creativity. - Akio Morita; Founder of SONY corp
neutral	3	2303295	big question @user @user I wonder if Google will come out with a doodle for Pakistan Independence Day. There was enough demand g..
neutral	3	252266	I think it's ironic.
positive	3	677063	I want you to take over control!! -- that beats is HOT ASS FUK!
neutral	3	478251	WHATS GUCCI MY NIGGA WHAT'S LOUIS MY KILLA!!!!!
positive	3	491433	Got my acceptance letter to UCLA :) happiest girl in the world
neutral	3	741652	I posted 9 photos on Facebook in the album "Looking Glass Corvette Club; and Audi Club of Gaylord Tour" ~http 
neutral	3	43636	Housing Trends eNewsletter for July 2011 ~http 
negative	3	1756057	lol Perez Hilton is such a drama queen; im watching his video ~http 
neutral	3	329299	#20peopleidmarry  #2 gucci mane
neutral	3	2233521	"Apple Doesn't Need Samsung Anymore ~http  Animosity between the two vendors will change the way they do business"
neutral	3	2423024	World of Warcraft – Sony Vegas Tutorial (Wintergrasp Siege Engines) ~http 
neutral	3	1238213	Please RT &gt;&gt;&gt; ~http  Kiss With a Twist at Lace on The Avenue Tonight $5 Rail all night
positive	3	2508982	Nothing like a brisket taco and coffee to get the day going.
neutral	3	2473286	via @user Twitter & Bing Show Their Love for Each Other..via Twitter ~http 
positive	3	60332	“@TheSteffieKayy: @user @user  We looove Gucci Man! We Looove @user!!!!!!” hell yeah!
neutral	3	1233452	Early harvest for champagne this year: ~http 
neutral	3	2236686	So; the new insanicast is rendering in sony vegas. This is a nice average one; I think you guys will enjoy this one :&gt;
neutral	3	1743154	Superman&gt; Batman and Spiderman combined
neutral	3	1896029	Win a FREE Nintendo 3DS System from @user! ~http 
negative	3	348808	Can't quite believe how expensive the new Microsoft office software is. Let's hope me old CD works!
neutral	3	1795064	Don't forget to do your Club Nintendo Surveys for the #3DS Ambassador Games.
negative	3	2917741	Thanks Nike + update for deleting all of my run history .....
neutral	3	1312098	MBG "True Fact!": On this date; August 11; in 1897; President of the United States William Mckinley met with Czar... ~http 
neutral	3	887873	Ask Ring-tone | Free Download PDF: Home · Automotive · Acura · Alfa Romeo · Aston Martin · Audi · Bentley · BMW ... ~http 
neutral	3	1915871	Week 2 web assignment now posted on Oncourse. Will hold another help session tomorrow evening from 7:30-8:30 - ~http  #Q528
neutral	3	159644	This song with gucci n waka I'm guessing is called get out my lane or ferrarii boys
neutral	3	171798	Ok goodnight
neutral	3	1669495	I checked in at Nike Vault (1111 S Figueroa St) on #Yelp ~http 
negative	3	1206001	I have to read this dumb book.
negative	3	2786331	Lots of spam lately on Linkedin.....Now I get it! Cyber scams rife at social networks: Microsoft - Yahoo! News ~http 
positive	3	880619	the Nike Training app is THE TRUTH! --i may never step foot in a gym again
neutral	3	2134731	So much has happend in 4days; Damn.
positive	3	502805	lmfaooo why i just started singin this whole song frm here && still dk wat it is..i knw its a gucci mane son… (cont) ~http 
neutral	3	2481797	The whole Apple VS Samsung court hearing in the Netherlands is covered here : ~http 
positive	3	763728	Oh how I love you French gourmet bakery #whyaretheyspeakingspanish ~http 
positive	3	1422182	God is good in spite!
negative	3	840083	Something is fucking wrong w my phone! 
neutral	3	1946169	Who Needs An API? Powerinbox Adds Google+ Client To Its Email Platform via @user ~http 
neutral	3	1798849	Trent Reznor – "The Social Network" OST [The Null Corporation]: ~http 
neutral	3	2774204	Apple's iCloud is Powered by Microsoft Windows Azure - who'd have thought? ~http  #cloud
neutral	3	483547	;O Samsung LN46C630 46-Inch 1080p 120 Hz LCD HDTV (Black) ~http  hdtv
neutral	3	55925	Lighthouse-talent is looking for Microsoft Dynamic professionals! Know anyone?
positive	3	2285930	congrats to @user 's little bro; Pao! :&gt;
negative	3	556470	Wow if toronto starts letting corporations buy rights to have their name on everything except city hall; the city is fucked. #sellouts
neutral	3	155087	New blog post: ~http  - Microsoft Exchange 2010 Ignite Workshop open for Registrations
neutral	3	485363	Mornin Tweeters
positive	3	1192876	2011 will be my year:) i am determined to make it that way. it's all about attitude!
neutral	3	1150097	Anyone wanna buy a pair of nike gladz in dark driftwood size 6.5?
negative	3	1115134	I am so irritated tonight!!!! & idk why!!!!!!!!!!!!!!!!!
neutral	3	3506630	By the way; you know the trainers I got? Well the same shop have some Nike heart monitors going cheap ~http  well worth a look
neutral	3	328318	Bryan Von Axelson will be in todays Microsoft Partner call. Do not miss it! ~http 
neutral	3	3493438	Agreed i want one ! RT @user Awesome iPad-table @ #spn11 can you tell that Microsoft is in the house? ~http 
neutral	3	3235355	#windows8 interface is so touch orientated that it screams of a Microsoft tablet / windows 8 tablets in the works
neutral	3	400742	Yes we can unlock the Samsung Infuse from #AT&T. Order it using Option 01S in your LOCKPOP account.
neutral	3	2465851	hi;i am on tweet
neutral	3	3496496	Ironically; I even tried to Google Bing to try to get  @user fix
neutral	3	1223012	Chilling With The Movement Headed 2 #PurePassion
neutral	3	3171618	2011 Audi A6 2.0Tdi S-Line Special Edition inc 19" Alloys; DVD Navigation; Full Black Leather; LED Day Running Lights ++ from £399 a month**
negative	3	1871757	Stuck in the Dam eleavator on the second floor......wow.
neutral	3	1343675	Copped!!!  #CaseClosed RT @user NEWS: Nike SB Dunk Low - 'Neon J-Pack' | New Images ~http 
neutral	3	3276348	Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http
neutral	3	954162	who likes my bgg?
positive	3	1507487	Lovin the new adidas commercial... First original commercial I seen in a while
positive	3	2150449	Looking forward to working with our new MIS PhD & MSc students #sauder #ubc.
positive	3	1227016	love my puma socks;Addidas sweatpants; and nike shoes
positive	3	2628918	Ordered Sony Vegas!:D It's comming Friday!!:D #Excited
neutral	3	1123531	An Interesting Look at Nintendo ~http  Cool facts!
neutral	3	2863090	adidas   adidas Men's Edge Tee (Deepesink; White/ Small) ~http 
neutral	3	1124597	Are there any livefeeds of federal parliament these days on internet or digital #auspol
neutral	3	2797651	Gov Malloy says too early yet to order state workers to stay home
positive	3	1373830	Pretty pumped about becoming a political genius from this semester.#determined
negative	3	1829141	Best Buy Labtops Don't Come With Microsoft Software. Fuck Kinda Shit Is That?!
neutral	3	2758164	At Microsoft Charlotte for Management Reporter overview w/ @user-artis
neutral	3	435308	Master of Legal studies a one year program for non attorney professionals
negative	3	1436308	Heated up the water; then realized I was out of hot chocolate. "Noooooo!" #ChocolateCravingFail
neutral	3	2911791	Special Deals from SALESPROEDU ~http  via #constantcontact  Microsoft PowerPoint Training   57.00 Dollars
neutral	3	2248607	used sony vaio e series WHITE warranty till 02/2011 ~http
neutral	3	2951596	Online Fashion  Facts About Downloading Nintendo Dsi Games From The Internet fashion games ! ~http
neutral	3	161186	Winners announced for the Microsoft Path to the Private Cloud Contest:  ~http  #VMlimited #VMworld
positive	3	2164317	I think I must've dropped/thrown/smashed my phone 538 times since last night. Samsung makes a dope phone. #stillworks #kudostoyou
neutral	3	2421217	downloading and testing ubuntu 9.04 beta
positive	3	3147233	Mmm mmm the dawgs look so good in their Nike Pro uniforms! Go dawgs! Sic em! #woofwoofwoof
neutral	3	2338127	692 tweet.. special much.
neutral	3	2962043	Black & White & Black Energy PowerPlay Short by adidas ~http 
negative	3	401369	*THEY SAY MONEY IS THE ROOT OF EVIL... I SAY MONEY IS THE REASON IM SO RUDE TO PEOPLE..
negative	3	1304828	hate going to bed with wet hair
neutral	3	299459	guilty pleasure : the song stars are blind by paris hilton #notembarrassed
negative	3	1302258	... Mfs Aint Shit ..
neutral	3	2373232	Going to school at one
neutral	3	122056	Facebook Adds Video Chat With Skype; Deepens Microsoft Ties ~http
neutral	3	3493616	Technical SAP and Microsoft Trainer available immediately - contact Leland Bartlett @ 817-495-7501 or leland.bartlett@gmx.us
negative	3	2614436	MY DAD SOLD OUT TRAMPOLINE #pissed
neutral	3	920550	[App] Microsoft Office 2010 Black Edition (x86/x64): Type: App LinkPlz.com ~http  LinkPlz.com
neutral	3	2833051	I found some stars; not in the Sky;but in your heart Mya @user
neutral	3	2569116	There are currently six manufacturers — Dell; HTC; Kyocera; LG; Motorola; and Samsung — making 42 smartphones using the Android
